,symboling,normalized-losses,wheel-base,length,width,height,curb-weight,engine-size,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,fuel-type-diesel,fuel-type-gas,aspiration-std,aspiration-turbo,price
177,-1,122,104.5,0.9024507448342144,0.9236111111111112,0.9046822742474917,3151,161,3.27,3.35,9.2,156,5200.0,19,24,0,1,1,0,15750.0
178,2,122,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2261,97,3.01,3.4,23.0,52,4800.0,37,46,1,0,1,0,7775.0
179,2,122,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2209,109,3.19,3.4,9.0,85,5250.0,27,34,0,1,1,0,7975.0
180,2,94,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2264,97,3.01,3.4,23.0,52,4800.0,37,46,1,0,1,0,7995.0
181,2,94,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2212,109,3.19,3.4,9.0,85,5250.0,27,34,0,1,1,0,8195.0
182,2,94,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2275,109,3.19,3.4,9.0,85,5250.0,27,34,0,1,1,0,8495.0
183,2,94,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2319,97,3.01,3.4,23.0,68,4500.0,37,42,1,0,0,1,9495.0
184,2,94,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2300,109,3.19,3.4,10.0,100,5500.0,26,32,0,1,1,0,9995.0
185,3,122,94.5,0.7654973570398848,0.8916666666666667,0.9297658862876255,2254,109,3.19,3.4,8.5,90,5500.0,24,29,0,1,1,0,11595.0
186,3,256,94.5,0.7962518020182604,0.8888888888888888,0.8595317725752508,2221,109,3.19,3.4,8.5,90,5500.0,24,29,0,1,1,0,9980.0
187,0,122,100.4,0.865929841422393,0.9291666666666667,0.9214046822742475,2661,136,3.19,3.4,8.5,110,5500.0,19,24,0,1,1,0,13295.0
188,0,122,100.4,0.865929841422393,0.9291666666666667,0.9214046822742475,2579,97,3.01,3.4,23.0,68,4500.0,33,38,1,0,0,1,13845.0
189,0,122,100.4,0.8798654493032196,0.9291666666666667,0.9214046822742475,2563,109,3.19,3.4,9.0,88,5500.0,25,31,0,1,1,0,12290.0
190,-2,103,104.3,0.9072561268620856,0.9333333333333333,0.939799331103679,2912,141,3.78,3.15,9.5,114,5400.0,23,28,0,1,1,0,12940.0
191,-1,74,104.3,0.9072561268620856,0.9333333333333333,0.9615384615384616,3034,141,3.78,3.15,9.5,114,5400.0,23,28,0,1,1,0,13415.0
192,-2,103,104.3,0.9072561268620856,0.9333333333333333,0.939799331103679,2935,141,3.78,3.15,9.5,114,5400.0,24,28,0,1,1,0,15985.0
193,-1,74,104.3,0.9072561268620856,0.9333333333333333,0.9615384615384616,3042,141,3.78,3.15,9.5,114,5400.0,24,28,0,1,1,0,16515.0
194,-2,103,104.3,0.9072561268620856,0.9333333333333333,0.939799331103679,3045,130,3.62,3.15,7.5,162,5100.0,17,22,0,1,0,1,18420.0
195,-1,74,104.3,0.9072561268620856,0.9333333333333333,0.9615384615384616,3157,130,3.62,3.15,7.5,162,5100.0,17,22,0,1,0,1,18950.0
196,-1,95,109.1,0.9072561268620856,0.9569444444444445,0.9280936454849499,2952,141,3.78,3.15,9.5,114,5400.0,23,28,0,1,1,0,16845.0
197,-1,95,109.1,0.9072561268620856,0.9555555555555555,0.9280936454849499,3049,141,3.78,3.15,8.7,160,5300.0,19,25,0,1,0,1,19045.0
198,-1,95,109.1,0.9072561268620856,0.9569444444444445,0.9280936454849499,3012,173,3.58,2.87,8.8,134,5500.0,18,23,0,1,1,0,21485.0
199,-1,95,109.1,0.9072561268620856,0.9569444444444445,0.9280936454849499,3217,145,3.01,3.4,23.0,106,4800.0,26,27,1,0,0,1,22470.0
200,-1,95,109.1,0.9072561268620856,0.9569444444444445,0.9280936454849499,3062,141,3.78,3.15,9.5,114,5400.0,19,25,0,1,0,1,22625.0
